,symbol,gpa,remarks
772,00100773W,2.8,COMPLETED
773,00100774X,2.7,COMPLETED
774,00100775Y,2.7,COMPLETED
775,00100776Z,2.75,COMPLETED
776,00100777A,2.95,COMPLETED
777,00100778B,2.7,COMPLETED
778,00100779C,3.05,COMPLETED
779,00100780D,3.5,COMPLETED
780,00100781E,2.85,COMPLETED
781,00100782F,2.7,COMPLETED
782,00100783G,2.65,COMPLETED
783,00100784H,2.8,COMPLETED
784,00100785I,2.7,COMPLETED
785,00100786J,3.3,COMPLETED
786,00100787K,2.55,COMPLETED
787,00100788L,2.85,COMPLETED
788,00100789M,2.7,COMPLETED
789,00100790N,2.65,COMPLETED
790,00100791O,2.65,COMPLETED
791,00100792P,2.8,COMPLETED
792,00100793Q,3.15,COMPLETED
793,00100794R,,ABSENT8
794,00100795S,2.65,COMPLETED
795,00100796T,2.75,COMPLETED
796,00100797U,3.25,COMPLETED
797,00100798V,2.9,COMPLETED
798,00100799W,2.8,COMPLETED
799,00100800X,2.95,COMPLETED
800,00100801Y,3.2,COMPLETED
801,00100802Z,2.8,COMPLETED
802,00100803A,2.65,COMPLETED
803,00100804B,2.75,COMPLETED
804,00100805C,2.6,COMPLETED
805,00100806D,2.7,COMPLETED
806,00100807E,3.0,COMPLETED
807,00100808F,2.5,COMPLETED
808,00100809G,2.9,COMPLETED
809,00100810H,2.8,COMPLETED
810,00100811I,2.85,COMPLETED
811,00100812J,2.35,COMPLETED
812,00100813K,2.45,COMPLETED
813,00100814L,2.65,COMPLETED
814,00100815M,2.7,COMPLETED
815,00100816N,2.7,COMPLETED
816,00100817O,3.2,COMPLETED
817,00100818P,2.15,COMPLETED
818,00100819Q,3.45,COMPLETED
819,00100820R,2.4,COMPLETED
820,00100821S,2.65,COMPLETED
821,00100822T,2.3,COMPLETED
822,00100823U,2.2,COMPLETED
823,00100824V,2.25,COMPLETED
824,00100825W,2.8,COMPLETED
825,00100826X,2.8,COMPLETED
826,00100827Y,2.45,COMPLETED
827,00100828Z,3.5,COMPLETED
828,00100829A,3.1,COMPLETED
829,00100830B,2.6,COMPLETED
830,00100831C,2.35,COMPLETED
831,00100832D,3.2,COMPLETED
832,00100833E,2.4,COMPLETED
833,00100834F,2.8,COMPLETED
834,00100835G,3.15,COMPLETED
835,00100836H,3.5,COMPLETED
836,00100837I,3.15,COMPLETED
837,00100838J,3.45,COMPLETED
838,00100839K,3.15,COMPLETED
839,00100840L,3.5,COMPLETED
840,00100841M,3.45,COMPLETED
841,00100842N,3.5,COMPLETED
842,00100843O,4.0,COMPLETED
843,00100844P,2.85,COMPLETED
844,00100845Q,3.5,COMPLETED
845,00100846R,3.45,COMPLETED
846,00100847S,2.45,COMPLETED
847,00100848T,2.65,COMPLETED
848,00100849U,3.0,COMPLETED
849,00100850V,3.05,COMPLETED
850,00100851W,2.8,COMPLETED
851,00100852X,2.75,COMPLETED
852,00100853Y,2.65,COMPLETED
853,00100854Z,2.55,COMPLETED
854,00100855A,2.5,COMPLETED
855,00100856B,2.8,COMPLETED
856,00100857C,2.4,COMPLETED
857,00100858D,2.55,COMPLETED
858,00100859E,2.4,COMPLETED
859,00100860F,2.55,COMPLETED
860,00100861G,3.05,COMPLETED
861,00100862H,2.45,COMPLETED
862,00100863I,2.3,COMPLETED
863,00100864J,2.65,COMPLETED
864,00100865K,2.8,COMPLETED
865,00100866L,2.45,COMPLETED
866,00100867M,2.3,COMPLETED
867,00100868N,2.6,COMPLETED
868,00100869O,2.35,COMPLETED
869,00100870P,3.6,COMPLETED
870,00100871Q,2.5,COMPLETED
871,00100872R,2.35,COMPLETED
872,00100873S,2.4,COMPLETED
873,00100874T,3.0,COMPLETED
874,00100875U,2.3,COMPLETED
875,00100876V,3.15,COMPLETED
876,00100877W,2.35,COMPLETED
877,00100878X,2.3,COMPLETED
878,00100879Y,2.4,COMPLETED
879,00100880Z,2.4,COMPLETED
880,00100881A,,ABSENT8
881,00100882B,2.35,COMPLETED
882,00100883C,3.2,COMPLETED
883,00100884D,2.45,COMPLETED
884,00100885E,2.75,COMPLETED
885,00100886F,2.4,COMPLETED
886,00100887G,2.45,COMPLETED
887,00100888H,2.4,COMPLETED
888,00100889I,3.3,COMPLETED
889,00100890J,2.55,COMPLETED
890,00100891K,2.4,COMPLETED
891,00100892L,2.35,COMPLETED
892,00100893M,2.5,COMPLETED
893,00100894N,2.35,COMPLETED
894,00100895O,2.9,COMPLETED
895,00100896P,2.35,COMPLETED
896,00100897Q,2.75,COMPLETED
897,00100898R,2.8,COMPLETED
898,00100899S,2.85,COMPLETED
899,00100900T,2.85,COMPLETED
900,00100901U,2.9,COMPLETED
901,00100902V,3.2,COMPLETED
902,00100903W,2.85,COMPLETED
903,00100904X,2.95,COMPLETED
904,00100905Y,2.85,COMPLETED
905,00100906Z,2.95,COMPLETED
906,00100907A,2.9,COMPLETED
907,00100908B,2.95,COMPLETED
908,00100909C,2.9,COMPLETED
909,00100910D,2.85,COMPLETED
910,00100911E,3.0,COMPLETED
911,00100912F,2.9,COMPLETED
912,00100913G,3.05,COMPLETED
913,00100914H,2.85,COMPLETED
914,00100915I,2.9,COMPLETED
915,00100916J,2.9,COMPLETED
916,00100917K,3.05,COMPLETED
917,00100918L,2.9,COMPLETED
918,00100919M,2.9,COMPLETED
919,00100920N,3.0,COMPLETED
920,00100921O,2.9,COMPLETED
921,00100922P,3.0,COMPLETED
922,00100923Q,3.0,COMPLETED
923,00100924R,2.8,COMPLETED
924,00100925S,2.95,COMPLETED
925,00100926T,3.15,COMPLETED
926,00100927U,3.15,COMPLETED
927,00100928V,3.1,COMPLETED
928,00100929W,3.0,COMPLETED
929,00100930X,2.9,COMPLETED
930,00100931Y,3.0,COMPLETED
931,00100932Z,2.95,COMPLETED
932,00100933A,2.8,COMPLETED
933,00100934B,3.0,COMPLETED
934,00100935C,2.95,COMPLETED
935,00100936D,2.85,COMPLETED
936,00100937E,2.8,COMPLETED
937,00100938F,2.85,COMPLETED
938,00100939G,2.75,COMPLETED
939,00100940H,2.7,COMPLETED
940,00100941I,2.75,COMPLETED
941,00100942J,2.7,COMPLETED
942,00100943K,2.7,COMPLETED
943,00100944L,3.65,COMPLETED
944,00100945M,3.65,COMPLETED
945,00100946N,2.7,COMPLETED
946,00100947O,3.0,COMPLETED
947,00100948P,3.0,COMPLETED
948,00100949Q,3.05,COMPLETED
949,00100950R,3.6,COMPLETED
950,00100951S,2.7,COMPLETED
951,00100952T,2.9,COMPLETED
952,00100953U,2.85,COMPLETED
953,00100954V,2.8,COMPLETED
954,00100955W,3.5,COMPLETED
955,00100956X,3.15,COMPLETED
956,00100957Y,3.5,COMPLETED
957,00100958Z,2.8,COMPLETED
958,00100959A,2.8,COMPLETED
959,00100960B,3.0,COMPLETED
960,00100961C,4.0,COMPLETED
961,00100962D,2.9,COMPLETED
962,00100963E,3.05,COMPLETED
963,00100964F,2.9,COMPLETED
964,00100965G,3.8,COMPLETED
965,00100966H,2.7,COMPLETED
966,00100967I,2.8,COMPLETED
967,00100968J,2.7,COMPLETED
968,00100969K,3.5,COMPLETED
969,00100970L,2.8,COMPLETED
970,00100971M,2.7,COMPLETED
971,00100972N,2.7,COMPLETED
972,00100973O,2.7,COMPLETED
973,00100974P,3.35,COMPLETED
974,00100975Q,2.4,COMPLETED
975,00100976R,3.25,COMPLETED
976,00100977S,3.35,COMPLETED
977,00100978T,2.75,COMPLETED
978,00100979U,3.25,COMPLETED
979,00100980V,2.95,COMPLETED
980,00100981W,2.75,COMPLETED
981,00100982X,2.8,COMPLETED
982,00100983Y,2.8,COMPLETED
983,00100984Z,2.9,COMPLETED
984,00100985A,2.75,COMPLETED
985,00100986B,,ABSENT8
986,00100987C,2.8,COMPLETED
987,00100988D,2.65,COMPLETED
988,00100989E,3.2,COMPLETED
989,00100990F,3.2,COMPLETED
990,00100991G,2.95,COMPLETED
991,00100992H,2.6,COMPLETED
992,00100993I,,ABSENT8
993,00100994J,2.95,COMPLETED
994,00100995K,2.7,COMPLETED
995,00100996L,2.7,COMPLETED
996,00100997M,2.65,COMPLETED
997,00100998N,2.75,COMPLETED
998,00100999O,2.7,COMPLETED
999,00101000P,2.95,COMPLETED
1000,00101001Q,2.8,COMPLETED
1001,00101002R,3.35,COMPLETED
1002,00101003S,2.65,COMPLETED
1003,00101004T,2.55,COMPLETED
1004,00101005U,2.6,COMPLETED
1005,00101006V,3.15,COMPLETED
1006,00101007W,2.65,COMPLETED
1007,00101008X,2.7,COMPLETED
1008,00101009Y,2.65,COMPLETED
1009,00101010Z,2.55,COMPLETED
1010,00101011A,2.85,COMPLETED
1011,00101012B,2.6,COMPLETED
1012,00101013C,3.2,COMPLETED
1013,00101014D,3.25,COMPLETED
1014,00101015E,2.7,COMPLETED
1015,00101016F,3.05,COMPLETED
1016,00101017G,,ABSENT8
1017,00101018H,3.25,COMPLETED
1018,00101019I,2.4,COMPLETED
1019,00101020J,3.2,COMPLETED
1020,00101021K,3.35,COMPLETED
1021,00101022L,2.8,COMPLETED
1022,00101023M,2.45,COMPLETED
1023,00101024N,2.8,COMPLETED
1024,00101025O,2.75,COMPLETED
1025,00101026P,3.15,COMPLETED
1026,00101027Q,3.95,COMPLETED
1027,00101028R,3.95,COMPLETED
1028,00101029S,2.8,COMPLETED
1029,00101030T,3.05,COMPLETED
1030,00101031U,3.0,COMPLETED
1031,00101032V,3.05,COMPLETED
1032,00101033W,2.9,COMPLETED
1033,00101034X,2.95,COMPLETED
1034,00101035Y,3.45,COMPLETED
1035,00101036Z,3.95,COMPLETED
1036,00101037A,2.9,COMPLETED
1037,00101038B,3.15,COMPLETED
1038,00101039C,3.0,COMPLETED
1039,00101040D,3.25,COMPLETED
1040,00101041E,3.2,COMPLETED
1041,00101042F,3.0,COMPLETED
1042,00101043G,3.55,COMPLETED
1043,00101044H,3.15,COMPLETED
1044,00101045I,3.1,COMPLETED
1045,00101046J,3.15,COMPLETED
1046,00101047K,2.9,COMPLETED
1047,00101048L,2.8,COMPLETED
1048,00101049M,3.45,COMPLETED
1049,00101050N,2.95,COMPLETED
1050,00101051O,2.6,COMPLETED
1051,00101052P,2.6,COMPLETED
1052,00101053Q,2.65,COMPLETED
1053,00101054R,2.55,COMPLETED
1054,00101055S,2.65,COMPLETED
1055,00101056T,2.7,COMPLETED
1056,00101057U,2.65,COMPLETED
1057,00101058V,3.0,COMPLETED
1058,00101059W,2.6,COMPLETED
1059,00101060X,2.6,COMPLETED
1060,00101061Y,2.5,COMPLETED
1061,00101062Z,2.45,COMPLETED
1062,00101063A,2.6,COMPLETED
1063,00101064B,2.65,COMPLETED
1064,00101065C,2.65,COMPLETED
1065,00101066D,2.6,COMPLETED
1066,00101067E,2.7,COMPLETED
1067,00101068F,2.65,COMPLETED
1068,00101069G,2.55,COMPLETED
1069,00101070H,2.7,COMPLETED
1070,00101071I,2.65,COMPLETED
1071,00101072J,2.65,COMPLETED
1072,00101073K,2.6,COMPLETED
1073,00101074L,2.65,COMPLETED
1074,00101075M,3.1,COMPLETED
1075,00101076N,2.65,COMPLETED
1076,00101077O,2.65,COMPLETED
1077,00101078P,2.65,COMPLETED
1078,00101079Q,2.65,COMPLETED
1079,00101080R,2.75,COMPLETED
1080,00101081S,2.7,COMPLETED
1081,00101082T,2.95,COMPLETED
1082,00101083U,2.7,COMPLETED
1083,00101084V,2.95,COMPLETED
1084,00101085W,3.1,COMPLETED
1085,00101086X,2.55,COMPLETED
1086,00101087Y,2.35,COMPLETED
1087,00101088Z,2.55,COMPLETED
1088,00101089A,2.6,COMPLETED
1089,00101090B,2.6,COMPLETED
1090,00101091C,2.6,COMPLETED
1091,00101092D,2.55,COMPLETED
1092,00101093E,2.6,COMPLETED
1093,00101094F,2.6,COMPLETED
1094,00101095G,2.6,COMPLETED
1095,00101096H,3.35,COMPLETED
1096,00101097I,2.95,COMPLETED
1097,00101098J,2.7,COMPLETED
1098,00101099K,2.65,COMPLETED
1099,00101100L,2.5,COMPLETED
1100,00101101M,2.65,COMPLETED
1101,00101102N,2.8,COMPLETED
1102,00101103O,2.85,COMPLETED
1103,00101104P,2.4,COMPLETED
1104,00101105Q,3.45,COMPLETED
1105,00101106R,2.45,COMPLETED
1106,00101107S,2.65,COMPLETED
1107,00101108T,2.65,COMPLETED
1108,00101109U,2.65,COMPLETED
1109,00101110V,3.3,COMPLETED
1110,00101111W,2.75,COMPLETED
1111,00101112X,2.8,COMPLETED
1112,00101113Y,2.95,COMPLETED
1113,00101114Z,2.75,COMPLETED
1114,00101115A,2.85,COMPLETED
1115,00101116B,2.55,COMPLETED
1116,00101117C,3.3,COMPLETED
1117,00101118D,2.55,COMPLETED
1118,00101119E,2.8,COMPLETED
1119,00101120F,2.75,COMPLETED
1120,00101121G,3.3,COMPLETED
1121,00101122H,2.4,COMPLETED
1122,00101123I,2.6,COMPLETED
1123,00101124J,3.4,COMPLETED
1124,00101125K,2.55,COMPLETED
1125,00101126L,3.1,COMPLETED
1126,00101127M,2.75,COMPLETED
1127,00101128N,2.65,COMPLETED
1128,00101129O,2.8,COMPLETED
1129,00101130P,2.55,COMPLETED
1130,00101131Q,2.6,COMPLETED
1131,00101132R,3.25,COMPLETED
1132,00101133S,2.55,COMPLETED
1133,00101134T,2.6,COMPLETED
1134,00101135U,3.05,COMPLETED
1135,00101136V,3.45,COMPLETED
1136,00101137W,3.25,COMPLETED
1137,00101138X,3.1,COMPLETED
1138,00101139Y,3.15,COMPLETED
1139,00101140Z,3.05,COMPLETED
1140,00101141A,3.35,COMPLETED
1141,00101142B,3.3,COMPLETED
1142,00101143C,2.6,COMPLETED
1143,00101144D,2.55,COMPLETED
1144,00101145E,2.75,COMPLETED
1145,00101146F,2.8,COMPLETED
1146,00101147G,2.5,COMPLETED
1147,00101148H,2.75,COMPLETED
1148,00101149I,2.5,COMPLETED
1149,00101150J,2.5,COMPLETED
1150,00101151K,2.45,COMPLETED
1151,00101152L,2.65,COMPLETED
1152,00101153M,2.65,COMPLETED
1153,00101154N,2.85,COMPLETED
1154,00101155O,2.9,COMPLETED
1155,00101156P,2.3,COMPLETED
1156,00101157Q,2.5,COMPLETED
1157,00101158R,2.5,COMPLETED
1158,00101159S,2.55,COMPLETED
1159,00101160T,2.75,COMPLETED
1160,00101161U,2.55,COMPLETED
1161,00101162V,2.55,COMPLETED
1162,00101163W,2.6,COMPLETED
1163,00101164X,2.9,COMPLETED
1164,00101165Y,3.0,COMPLETED
1165,00101166Z,2.9,COMPLETED
1166,00101167A,2.8,COMPLETED
1167,00101168B,2.75,COMPLETED
1168,00101169C,2.7,COMPLETED
1169,00101170D,2.6,COMPLETED
1170,00101171E,2.85,COMPLETED
1171,00101172F,3.35,COMPLETED
1172,00101173G,2.75,COMPLETED
1173,00101174H,2.9,COMPLETED
1174,00101175I,3.15,COMPLETED
1175,00101176J,2.9,COMPLETED
1176,00101177K,3.15,COMPLETED
1177,00101178L,2.9,COMPLETED
1178,00101179M,2.9,COMPLETED
1179,00101180N,2.85,COMPLETED
1180,00101181O,3.0,COMPLETED
1181,00101182P,3.45,COMPLETED
1182,00101183Q,2.95,COMPLETED
1183,00101184R,3.0,COMPLETED
1184,00101185S,3.5,COMPLETED
1185,00101186T,3.1,COMPLETED
1186,00101187U,3.15,COMPLETED
1187,00101188V,3.65,COMPLETED
1188,00101189W,2.75,COMPLETED
1189,00101190X,2.7,COMPLETED
1190,00101191Y,2.55,COMPLETED
1191,00101192Z,2.55,COMPLETED
1192,00101193A,2.65,COMPLETED
1193,00101194B,2.75,COMPLETED
1194,00101195C,2.8,COMPLETED
1195,00101196D,2.45,COMPLETED
1196,00101197E,2.7,COMPLETED
1197,00101198F,2.75,COMPLETED
1198,00101199G,2.5,COMPLETED
1199,00101200H,2.6,COMPLETED
1200,00101201I,2.65,COMPLETED
1201,00101202J,2.5,COMPLETED
1202,00101203K,2.45,COMPLETED
1203,00101204L,2.5,COMPLETED
1204,00101205M,2.55,COMPLETED
1205,00101206N,2.6,COMPLETED
1206,00101207O,2.85,COMPLETED
1207,00101208P,2.7,COMPLETED
1208,00101209Q,3.15,COMPLETED
1209,00101210R,3.05,COMPLETED
1210,00101211S,2.9,COMPLETED
1211,00101212T,2.95,COMPLETED
1212,00101213U,2.65,COMPLETED
1213,00101214V,2.6,COMPLETED
1214,00101215W,2.9,COMPLETED
1215,00101216X,2.8,COMPLETED
1216,00101217Y,2.6,COMPLETED
1217,00101218Z,2.6,COMPLETED
1218,00101219A,2.75,COMPLETED
1219,00101220B,3.2,COMPLETED
1220,00101221C,3.2,COMPLETED
1221,00101222D,3.2,COMPLETED
1222,00101223E,3.5,COMPLETED
1223,00101224F,3.2,COMPLETED
1224,00101225G,3.2,COMPLETED
1225,00101226H,3.2,COMPLETED
1226,00101227I,3.55,COMPLETED
1227,00101228J,3.2,COMPLETED
1228,00101229K,2.85,COMPLETED
1229,00101230L,3.3,COMPLETED
1230,00101231M,3.25,COMPLETED
1231,00101232N,3.1,COMPLETED
1232,00101233O,3.05,COMPLETED
1233,00101234P,3.1,COMPLETED
1234,00101235Q,3.15,COMPLETED
1235,00101236R,3.25,COMPLETED
1236,00101237S,3.05,COMPLETED
1237,00101238T,3.25,COMPLETED
1238,00101239U,3.3,COMPLETED
1239,00101240V,3.2,COMPLETED
1240,00101241W,3.35,COMPLETED
1241,00101242X,2.95,COMPLETED
1242,00101243Y,3.15,COMPLETED
1243,00101244Z,3.3,COMPLETED
1244,00101245A,3.1,COMPLETED
1245,00101246B,3.15,COMPLETED
1246,00101247C,2.25,COMPLETED
1247,00101248D,2.9,COMPLETED
1248,00101249E,2.45,COMPLETED
1249,00101250F,2.8,COMPLETED
1250,00101251G,2.7,COMPLETED
1251,00101252H,2.4,COMPLETED
1252,00101253I,2.4,COMPLETED
1253,00101254J,2.4,COMPLETED
1254,00101255K,3.2,COMPLETED
1255,00101256L,2.4,COMPLETED
1256,00101257M,3.35,COMPLETED
1257,00101258N,2.55,COMPLETED
1258,00101259O,2.4,COMPLETED
1259,00101260P,2.4,COMPLETED
1260,00101261Q,2.75,COMPLETED
1261,00101262R,3.25,COMPLETED
1262,00101263S,2.35,COMPLETED
1263,00101264T,2.8,COMPLETED
1264,00101265U,2.1,COMPLETED
1265,00101266V,2.5,COMPLETED
1266,00101267W,3.35,COMPLETED
1267,00101268X,3.15,COMPLETED
1268,00101269Y,3.2,COMPLETED
1269,00101270Z,3.3,COMPLETED
1270,00101271A,3.9,COMPLETED
1271,00101272B,3.1,COMPLETED
1272,00101273C,3.4,COMPLETED
1273,00101274D,4.0,COMPLETED
1274,00101275E,3.3,COMPLETED
1275,00101276F,3.4,COMPLETED
1276,00101277G,3.75,COMPLETED
1277,00101278H,3.5,COMPLETED
1278,00101279I,4.0,COMPLETED
1279,00101280J,3.25,COMPLETED
1280,00101281K,3.2,COMPLETED
1281,00101282L,3.15,COMPLETED
1282,00101283M,3.7,COMPLETED
1283,00101284N,4.0,COMPLETED
1284,00101285O,3.5,COMPLETED
1285,00101286P,3.55,COMPLETED
1286,00101287Q,2.75,COMPLETED
1287,00101288R,2.65,COMPLETED
1288,00101289S,2.35,COMPLETED
1289,00101290T,2.5,COMPLETED
1290,00101291U,2.7,COMPLETED
1291,00101292V,2.4,COMPLETED
1292,00101293W,2.55,COMPLETED
1293,00101294X,2.75,COMPLETED
1294,00101295Y,2.95,COMPLETED
1295,00101296Z,2.75,COMPLETED
1296,00101297A,3.6,COMPLETED
1297,00101298B,3.2,COMPLETED
1298,00101299C,3.2,COMPLETED
1299,00101300D,2.4,COMPLETED
1300,00101301E,3.15,COMPLETED
1301,00101302F,2.95,COMPLETED
1302,00101303G,2.9,COMPLETED
1303,00101304H,2.55,COMPLETED
1304,00101305I,3.25,COMPLETED
1305,00101306J,3.25,COMPLETED
1306,00101307K,3.0,COMPLETED
1307,00101308L,2.35,COMPLETED
1308,00101309M,3.05,COMPLETED
1309,00101310N,2.5,COMPLETED
1310,00101311O,2.8,COMPLETED
1311,00101312P,2.3,COMPLETED
1312,00101313Q,2.3,COMPLETED
1313,00101314R,3.55,COMPLETED
1314,00101315S,2.8,COMPLETED
1315,00101316T,3.3,COMPLETED
1316,00101317U,2.55,COMPLETED
1317,00101318V,3.0,COMPLETED
1318,00101319W,2.9,COMPLETED
1319,00101320X,3.0,COMPLETED
1320,00101321Y,2.75,COMPLETED
1321,00101322Z,2.95,COMPLETED
1322,00101323A,3.4,COMPLETED
1323,00101324B,3.0,COMPLETED
1324,00101325C,2.8,COMPLETED
1325,00101326D,2.8,COMPLETED
1326,00101327E,2.75,COMPLETED
1327,00101328F,3.3,COMPLETED
1328,00101329G,2.8,COMPLETED
1329,00101330H,2.75,COMPLETED
1330,00101331I,2.8,COMPLETED
1331,00101332J,3.1,COMPLETED
1332,00101333K,2.8,COMPLETED
1333,00101334L,2.7,COMPLETED
1334,00101335M,3.1,COMPLETED
1335,00101336N,2.75,COMPLETED
1336,00101337O,2.7,COMPLETED
1337,00101338P,2.9,COMPLETED
1338,00101339Q,3.15,COMPLETED
1339,00101340R,2.8,COMPLETED
1340,00101341S,2.9,COMPLETED
1341,00101342T,2.7,COMPLETED
1342,00101343U,2.85,COMPLETED
1343,00101344V,2.75,COMPLETED
1344,00101345W,3.3,COMPLETED
1345,00101346X,3.2,COMPLETED
1346,00101347Y,2.75,COMPLETED
1347,00101348Z,3.25,COMPLETED
1348,00101349A,2.75,COMPLETED
1349,00101350B,2.7,COMPLETED
1350,00101351C,2.75,COMPLETED
1351,00101352D,2.7,COMPLETED
1352,00101353E,2.55,COMPLETED
1353,00101354F,2.9,COMPLETED
1354,00101355G,2.4,COMPLETED
1355,00101356H,2.7,COMPLETED
1356,00101357I,2.9,COMPLETED
1357,00101358J,2.9,COMPLETED
1358,00101359K,2.7,COMPLETED
1359,00101360L,2.9,COMPLETED
1360,00101361M,2.75,COMPLETED
1361,00101362N,2.85,COMPLETED
1362,00101363O,3.05,COMPLETED
1363,00101364P,2.9,COMPLETED
1364,00101365Q,2.9,COMPLETED
1365,00101366R,2.55,COMPLETED
1366,00101367S,2.75,COMPLETED
1367,00101368T,3.55,COMPLETED
1368,00101369U,2.9,COMPLETED
1369,00101370V,3.5,COMPLETED
1370,00101371W,2.3,COMPLETED
1371,00101372X,2.8,COMPLETED
1372,00101373Y,2.55,COMPLETED
1373,00101374Z,2.6,COMPLETED
1374,00101375A,2.4,COMPLETED
1375,00101376B,2.3,COMPLETED
1376,00101377C,2.75,COMPLETED
1377,00101378D,2.6,COMPLETED
1378,00101379E,2.35,COMPLETED
1379,00101380F,2.6,COMPLETED
1380,00101381G,2.3,COMPLETED
1381,00101382H,2.3,COMPLETED
1382,00101383I,2.9,COMPLETED
1383,00101384J,2.2,COMPLETED
1384,00101385K,3.15,COMPLETED
1385,00101386L,2.2,COMPLETED
1386,00101387M,2.3,COMPLETED
1387,00101388N,2.3,COMPLETED
1388,00101389O,2.3,COMPLETED
1389,00101390P,2.2,COMPLETED
1390,00101391Q,2.95,COMPLETED
1391,00101392R,2.4,COMPLETED
1392,00101393S,3.0,COMPLETED
1393,00101394T,2.3,COMPLETED
1394,00101395U,2.7,COMPLETED
1395,00101396V,2.35,COMPLETED
1396,00101397W,3.35,COMPLETED
1397,00101398X,2.85,COMPLETED
1398,00101399Y,2.7,COMPLETED
1399,00101400Z,2.35,COMPLETED
1400,00101401A,2.55,COMPLETED
1401,00101402B,2.65,COMPLETED
1402,00101403C,3.35,COMPLETED
1403,00101404D,2.4,COMPLETED
1404,00101405E,2.55,COMPLETED
1405,00101406F,2.35,COMPLETED
1406,00101407G,3.15,COMPLETED
1407,00101408H,2.35,COMPLETED
1408,00101409I,2.4,COMPLETED
1409,00101410J,2.35,COMPLETED
1410,00101411K,2.6,COMPLETED
1411,00101412L,2.35,COMPLETED
1412,00101413M,3.5,COMPLETED
1413,00101414N,2.45,COMPLETED
1414,00101415O,3.35,COMPLETED
1415,00101416P,2.4,COMPLETED
1416,00101417Q,3.3,COMPLETED
1417,00101418R,3.2,COMPLETED
1418,00101419S,3.0,COMPLETED
1419,00101420T,2.45,COMPLETED
1420,00101421U,2.4,COMPLETED
1421,00101422V,3.1,COMPLETED
1422,00101423W,2.35,COMPLETED
1423,00101424X,2.3,COMPLETED
1424,00101425Y,2.3,COMPLETED
1425,00101426Z,2.3,COMPLETED
1426,00101427A,2.55,COMPLETED
1427,00101428B,2.45,COMPLETED
1428,00101429C,2.35,COMPLETED
1429,00101430D,2.6,COMPLETED
1430,00101431E,2.6,COMPLETED
1431,00101432F,2.35,COMPLETED
1432,00101433G,2.75,COMPLETED
1433,00101434H,2.3,COMPLETED
1434,00101435I,2.8,COMPLETED
1435,00101436J,2.3,COMPLETED
1436,00101437K,2.3,COMPLETED
1437,00101438L,2.35,COMPLETED
1438,00101439M,2.3,COMPLETED
1439,00101440N,2.3,COMPLETED
1440,00101441O,3.5,COMPLETED
1441,00101442P,3.25,COMPLETED
1442,00101443Q,3.05,COMPLETED
1443,00101444R,2.95,COMPLETED
1444,00101445S,3.45,COMPLETED
1445,00101446T,3.2,COMPLETED
1446,00101447U,3.2,COMPLETED
1447,00101448V,3.5,COMPLETED
1448,00101449W,3.5,COMPLETED
1449,00101450X,3.15,COMPLETED
1450,00101451Y,2.85,COMPLETED
1451,00101452Z,3.05,COMPLETED
1452,00101453A,3.05,COMPLETED
1453,00101454B,2.95,COMPLETED
1454,00101455C,3.0,COMPLETED
1455,00101456D,2.95,COMPLETED
1456,00101457E,3.3,COMPLETED
1457,00101458F,3.3,COMPLETED
1458,00101459G,3.6,COMPLETED
1459,00101460H,2.75,COMPLETED
1460,00101461I,3.25,COMPLETED
1461,00101462J,3.2,COMPLETED
1462,00101463K,3.15,COMPLETED
1463,00101464L,2.45,COMPLETED
1464,00101465M,3.25,COMPLETED
1465,00101466N,2.45,COMPLETED
1466,00101467O,3.2,COMPLETED
1467,00101468P,3.05,COMPLETED
1468,00101469Q,3.35,COMPLETED
1469,00101470R,3.85,COMPLETED
1470,00101471S,3.2,COMPLETED
1471,00101472T,3.25,COMPLETED
1472,00101473U,3.55,COMPLETED
1473,00101474V,3.2,COMPLETED
1474,00101475W,3.35,COMPLETED
1475,00101476X,3.35,COMPLETED
1476,00101477Y,3.35,COMPLETED
1477,00101478Z,3.25,COMPLETED
1478,00101479A,3.85,COMPLETED
1479,00101480B,3.5,COMPLETED
1480,00101481C,3.25,COMPLETED
1481,00101482D,3.9,COMPLETED
1482,00101483E,3.45,COMPLETED
1483,00101484F,4.0,COMPLETED
1484,00101485G,3.2,COMPLETED
1485,00101486H,3.35,COMPLETED
1486,00101487I,3.15,COMPLETED
1487,00101488J,3.35,COMPLETED
1488,00101489K,3.65,COMPLETED
1489,00101490L,3.4,COMPLETED
1490,00101491M,3.85,COMPLETED
1491,00101492N,3.5,COMPLETED
1492,00101493O,3.6,COMPLETED
1493,00101494P,3.55,COMPLETED
1494,00101495Q,3.45,COMPLETED
1495,00101496R,3.3,COMPLETED
1496,00101497S,3.9,COMPLETED
1497,00101498T,3.9,COMPLETED
1498,00101499U,3.4,COMPLETED
1499,00101500V,3.25,COMPLETED
1500,00101501W,3.25,COMPLETED
1501,00101502X,3.3,COMPLETED
1502,00101503Y,3.5,COMPLETED
1503,00101504Z,3.2,COMPLETED
1504,00101505A,3.2,COMPLETED
1505,00101506B,3.85,COMPLETED
1506,00101507C,3.3,COMPLETED
1507,00101508D,3.2,COMPLETED
1508,00101509E,3.6,COMPLETED
1509,00101510F,3.25,COMPLETED
1510,00101511G,3.15,COMPLETED
1511,00101512H,3.15,COMPLETED
1512,00101513I,3.2,COMPLETED
1513,00101514J,3.5,COMPLETED
1514,00101515K,3.55,COMPLETED
1515,00101516L,3.5,COMPLETED
