symbol,gpa,remarks
00100869O,2.35,COMPLETED
00100870P,3.60,COMPLETED
00100871Q,2.50,COMPLETED
00100872R,2.35,COMPLETED
00100873S,2.40,COMPLETED
00100874T,3.00,COMPLETED
00100875U,2.30,COMPLETED
00100876V,3.15,COMPLETED
00100877W,2.35,COMPLETED
00100878X,2.30,COMPLETED
00100879Y,2.40,COMPLETED
00100880Z,2.40,COMPLETED
00100881A,,ABSENT8
00100882B,2.35,COMPLETED
00100883C,3.20,COMPLETED
00100884D,2.45,COMPLETED
00100885E,2.75,COMPLETED
00100886F,2.40,COMPLETED
00100887G,2.45,COMPLETED
00100888H,2.40,COMPLETED
00100889I,3.30,COMPLETED
00100890J,2.55,COMPLETED
00100891K,2.40,COMPLETED
00100892L,2.35,COMPLETED
00100893M,2.50,COMPLETED
00100894N,2.35,COMPLETED
00100895O,2.90,COMPLETED
00100896P,2.35,COMPLETED
00100897Q,2.75,COMPLETED
00100898R,2.80,COMPLETED
00100899S,2.85,COMPLETED
00100900T,2.85,COMPLETED
00100901U,2.90,COMPLETED
00100902V,3.20,COMPLETED
00100903W,2.85,COMPLETED
00100904X,2.95,COMPLETED
00100905Y,2.85,COMPLETED
00100906Z,2.95,COMPLETED
00100907A,2.90,COMPLETED
00100908B,2.95,COMPLETED
00100909C,2.90,COMPLETED
00100910D,2.85,COMPLETED
00100911E,3.00,COMPLETED
00100912F,2.90,COMPLETED
00100913G,3.05,COMPLETED
00100914H,2.85,COMPLETED
00100915I,2.90,COMPLETED
00100916J,2.90,COMPLETED
00100917K,3.05,COMPLETED
00100918L,2.90,COMPLETED
00100919M,2.90,COMPLETED
00100920N,3.00,COMPLETED
00100921O,2.90,COMPLETED
00100922P,3.00,COMPLETED
00100923Q,3.00,COMPLETED
00100924R,2.80,COMPLETED
00100925S,2.95,COMPLETED
00100926T,3.15,COMPLETED
00100927U,3.15,COMPLETED
00100928V,3.10,COMPLETED
00100929W,3.00,COMPLETED
00100930X,2.90,COMPLETED
00100931Y,3.00,COMPLETED
00100932Z,2.95,COMPLETED
00100933A,2.80,COMPLETED
00100934B,3.00,COMPLETED
00100935C,2.95,COMPLETED
00100936D,2.85,COMPLETED
00100937E,2.80,COMPLETED
00100938F,2.85,COMPLETED
00100939G,2.75,COMPLETED
00100940H,2.70,COMPLETED
00100941I,2.75,COMPLETED
00100942J,2.70,COMPLETED
00100943K,2.70,COMPLETED
00100944L,3.65,COMPLETED
00100945M,3.65,COMPLETED
00100946N,2.70,COMPLETED
00100947O,3.00,COMPLETED
00100948P,3.00,COMPLETED
00100949Q,3.05,COMPLETED
00100950R,3.60,COMPLETED
00100951S,2.70,COMPLETED
00100952T,2.90,COMPLETED
00100953U,2.85,COMPLETED
00100954V,2.80,COMPLETED
00100955W,3.50,COMPLETED
00100956X,3.15,COMPLETED
00100957Y,3.50,COMPLETED
00100958Z,2.80,COMPLETED
00100959A,2.80,COMPLETED
00100960B,3.00,COMPLETED
00100961C,4.00,COMPLETED
00100962D,2.90,COMPLETED
00100963E,3.05,COMPLETED
00100964F,2.90,COMPLETED
00100965G,3.80,COMPLETED
00100966H,2.70,COMPLETED
00100967I,2.80,COMPLETED
00100968J,2.70,COMPLETED
00100969K,3.50,COMPLETED
00100970L,2.80,COMPLETED
00100971M,2.70,COMPLETED
00100972N,2.70,COMPLETED
00100973O,2.70,COMPLETED
00100974P,3.35,COMPLETED
00100975Q,2.40,COMPLETED
00100976R,3.25,COMPLETED
00100977S,3.35,COMPLETED
00100978T,2.75,COMPLETED
00100979U,3.25,COMPLETED
00100980V,2.95,COMPLETED
00100981W,2.75,COMPLETED
00100982X,2.80,COMPLETED
00100983Y,2.80,COMPLETED
00100984Z,2.90,COMPLETED
00100985A,2.75,COMPLETED
00100986B,,ABSENT8
00100987C,2.80,COMPLETED
00100988D,2.65,COMPLETED
00100989E,3.20,COMPLETED
00100990F,3.20,COMPLETED
00100991G,2.95,COMPLETED
00100992H,2.60,COMPLETED
00100993I,,ABSENT8
00100994J,2.95,COMPLETED
00100995K,2.70,COMPLETED
00100996L,2.70,COMPLETED
00100997M,2.65,COMPLETED
00100998N,2.75,COMPLETED
00100999O,2.70,COMPLETED
00101000P,2.95,COMPLETED
00101001Q,2.80,COMPLETED
00101002R,3.35,COMPLETED
00101003S,2.65,COMPLETED
00101004T,2.55,COMPLETED
00101005U,2.60,COMPLETED
00101006V,3.15,COMPLETED
00101007W,2.65,COMPLETED
00101008X,2.70,COMPLETED
00101009Y,2.65,COMPLETED
00101010Z,2.55,COMPLETED
00101011A,2.85,COMPLETED
00101012B,2.60,COMPLETED
00101013C,3.20,COMPLETED
00101014D,3.25,COMPLETED
00101015E,2.70,COMPLETED
00101016F,3.05,COMPLETED
00101017G,,ABSENT8
00101018H,3.25,COMPLETED
00101019I,2.40,COMPLETED
00101020J,3.20,COMPLETED
00101021K,3.35,COMPLETED
00101022L,2.80,COMPLETED
00101023M,2.45,COMPLETED
00101024N,2.80,COMPLETED
00101025O,2.75,COMPLETED
00101026P,3.15,COMPLETED
00101027Q,3.95,COMPLETED
00101028R,3.95,COMPLETED
00101029S,2.80,COMPLETED
00101030T,3.05,COMPLETED
00101031U,3.00,COMPLETED
00101032V,3.05,COMPLETED
00101033W,2.90,COMPLETED
00101034X,2.95,COMPLETED
00101035Y,3.45,COMPLETED
00101036Z,3.95,COMPLETED
00101037A,2.90,COMPLETED
00101038B,3.15,COMPLETED
00101039C,3.00,COMPLETED
00101040D,3.25,COMPLETED
00101041E,3.20,COMPLETED
00101042F,3.00,COMPLETED
00101043G,3.55,COMPLETED
00101044H,3.15,COMPLETED
00101045I,3.10,COMPLETED
00101046J,3.15,COMPLETED
00101047K,2.90,COMPLETED
00101048L,2.80,COMPLETED
00101049M,3.45,COMPLETED
00101050N,2.95,COMPLETED
00101051O,2.60,COMPLETED
00101052P,2.60,COMPLETED
00101053Q,2.65,COMPLETED
00101054R,2.55,COMPLETED
00101055S,2.65,COMPLETED
00101056T,2.70,COMPLETED
00101057U,2.65,COMPLETED
00101058V,3.00,COMPLETED
00101059W,2.60,COMPLETED
00101060X,2.60,COMPLETED
00101061Y,2.50,COMPLETED
00101062Z,2.45,COMPLETED
00101063A,2.60,COMPLETED
00101064B,2.65,COMPLETED
00101065C,2.65,COMPLETED
00101066D,2.60,COMPLETED
00101067E,2.70,COMPLETED
00101068F,2.65,COMPLETED
00101069G,2.55,COMPLETED
00101070H,2.70,COMPLETED
00101071I,2.65,COMPLETED
00101072J,2.65,COMPLETED
00101073K,2.60,COMPLETED
00101074L,2.65,COMPLETED
00101075M,3.10,COMPLETED
00101076N,2.65,COMPLETED
00101077O,2.65,COMPLETED
00101078P,2.65,COMPLETED
00101079Q,2.65,COMPLETED
00101080R,2.75,COMPLETED
00101081S,2.70,COMPLETED
00101082T,2.95,COMPLETED
00101083U,2.70,COMPLETED
00101084V,2.95,COMPLETED
00101085W,3.10,COMPLETED
00101086X,2.55,COMPLETED
00101087Y,2.35,COMPLETED
00101088Z,2.55,COMPLETED
00101089A,2.60,COMPLETED
00101090B,2.60,COMPLETED
00101091C,2.60,COMPLETED
00101092D,2.55,COMPLETED
00101093E,2.60,COMPLETED
00101094F,2.60,COMPLETED
00101095G,2.60,COMPLETED
00101096H,3.35,COMPLETED
00101097I,2.95,COMPLETED
00101098J,2.70,COMPLETED
00101099K,2.65,COMPLETED
00101100L,2.50,COMPLETED
00101101M,2.65,COMPLETED
00101102N,2.80,COMPLETED
00101103O,2.85,COMPLETED
00101104P,2.40,COMPLETED
00101105Q,3.45,COMPLETED
00101106R,2.45,COMPLETED
00101107S,2.65,COMPLETED
00101108T,2.65,COMPLETED
00101109U,2.65,COMPLETED
00101110V,3.30,COMPLETED
00101111W,2.75,COMPLETED
00101112X,2.80,COMPLETED
00101113Y,2.95,COMPLETED
00101114Z,2.75,COMPLETED
00101115A,2.85,COMPLETED
00101116B,2.55,COMPLETED
00101117C,3.30,COMPLETED
00101118D,2.55,COMPLETED
00101119E,2.80,COMPLETED
00101120F,2.75,COMPLETED
00101121G,3.30,COMPLETED
00101122H,2.40,COMPLETED
00101123I,2.60,COMPLETED
00101124J,3.40,COMPLETED
00101125K,2.55,COMPLETED
00101126L,3.10,COMPLETED
00101127M,2.75,COMPLETED
00101128N,2.65,COMPLETED
00101129O,2.80,COMPLETED
00101130P,2.55,COMPLETED
00101131Q,2.60,COMPLETED
00101132R,3.25,COMPLETED
00101133S,2.55,COMPLETED
00101134T,2.60,COMPLETED
00101135U,3.05,COMPLETED
00101136V,3.45,COMPLETED
00101137W,3.25,COMPLETED
00101138X,3.10,COMPLETED
00101139Y,3.15,COMPLETED
00101140Z,3.05,COMPLETED
00101141A,3.35,COMPLETED
00101142B,3.30,COMPLETED
00101143C,2.60,COMPLETED
00101144D,2.55,COMPLETED
00101145E,2.75,COMPLETED
00101146F,2.80,COMPLETED
00101147G,2.50,COMPLETED
00101148H,2.75,COMPLETED
00101149I,2.50,COMPLETED
00101150J,2.50,COMPLETED
00101151K,2.45,COMPLETED
00101152L,2.65,COMPLETED
00101153M,2.65,COMPLETED
00101154N,2.85,COMPLETED
00101155O,2.90,COMPLETED
00101156P,2.30,COMPLETED
00101157Q,2.50,COMPLETED
00101158R,2.50,COMPLETED
00101159S,2.55,COMPLETED
00101160T,2.75,COMPLETED
00101161U,2.55,COMPLETED
00101162V,2.55,COMPLETED
00101163W,2.60,COMPLETED
00101164X,2.90,COMPLETED
00101165Y,3.00,COMPLETED
00101166Z,2.90,COMPLETED
00101167A,2.80,COMPLETED
00101168B,2.75,COMPLETED
00101169C,2.70,COMPLETED
00101170D,2.60,COMPLETED
00101171E,2.85,COMPLETED
00101172F,3.35,COMPLETED
00101173G,2.75,COMPLETED
00101174H,2.90,COMPLETED
00101175I,3.15,COMPLETED
00101176J,2.90,COMPLETED
00101177K,3.15,COMPLETED
00101178L,2.90,COMPLETED
00101179M,2.90,COMPLETED
00101180N,2.85,COMPLETED
00101181O,3.00,COMPLETED
00101182P,3.45,COMPLETED
00101183Q,2.95,COMPLETED
00101184R,3.00,COMPLETED
00101185S,3.50,COMPLETED
00101186T,3.10,COMPLETED
00101187U,3.15,COMPLETED
00101188V,3.65,COMPLETED
00101189W,2.75,COMPLETED
00101190X,2.70,COMPLETED
00101191Y,2.55,COMPLETED
00101192Z,2.55,COMPLETED
00101193A,2.65,COMPLETED
00101194B,2.75,COMPLETED
00101195C,2.80,COMPLETED
00101196D,2.45,COMPLETED
00101197E,2.70,COMPLETED
00101198F,2.75,COMPLETED
00101199G,2.50,COMPLETED
00101200H,2.60,COMPLETED
00101201I,2.65,COMPLETED
00101202J,2.50,COMPLETED
00101203K,2.45,COMPLETED
00101204L,2.50,COMPLETED
00101205M,2.55,COMPLETED
00101206N,2.60,COMPLETED
00101207O,2.85,COMPLETED
00101208P,2.70,COMPLETED
00101209Q,3.15,COMPLETED
00101210R,3.05,COMPLETED
00101211S,2.90,COMPLETED
00101212T,2.95,COMPLETED
00101213U,2.65,COMPLETED
00101214V,2.60,COMPLETED
00101215W,2.90,COMPLETED
00101216X,2.80,COMPLETED
00101217Y,2.60,COMPLETED
00101218Z,2.60,COMPLETED
00101219A,2.75,COMPLETED
00101220B,3.20,COMPLETED
00101221C,3.20,COMPLETED
00101222D,3.20,COMPLETED
00101223E,3.50,COMPLETED
00101224F,3.20,COMPLETED
00101225G,3.20,COMPLETED
00101226H,3.20,COMPLETED
00101227I,3.55,COMPLETED
00101228J,3.20,COMPLETED
00101229K,2.85,COMPLETED
00101230L,3.30,COMPLETED
00101231M,3.25,COMPLETED
00101232N,3.10,COMPLETED
00101233O,3.05,COMPLETED
00101234P,3.10,COMPLETED
00101235Q,3.15,COMPLETED
00101236R,3.25,COMPLETED
00101237S,3.05,COMPLETED
00101238T,3.25,COMPLETED
00101239U,3.30,COMPLETED
00101240V,3.20,COMPLETED
00101241W,3.35,COMPLETED
00101242X,2.95,COMPLETED
00101243Y,3.15,COMPLETED
00101244Z,3.30,COMPLETED
00101245A,3.10,COMPLETED
00101246B,3.15,COMPLETED
00101247C,2.25,COMPLETED
00101248D,2.90,COMPLETED
00101249E,2.45,COMPLETED
00101250F,2.80,COMPLETED
00101251G,2.70,COMPLETED
00101252H,2.40,COMPLETED
00101253I,2.40,COMPLETED
00101254J,2.40,COMPLETED
00101255K,3.20,COMPLETED
00101256L,2.40,COMPLETED
00101257M,3.35,COMPLETED
00101258N,2.55,COMPLETED
00101259O,2.40,COMPLETED
00101260P,2.40,COMPLETED
00101261Q,2.75,COMPLETED
00101262R,3.25,COMPLETED
00101263S,2.35,COMPLETED
00101264T,2.80,COMPLETED
00101265U,2.10,COMPLETED
00101266V,2.50,COMPLETED
00101267W,3.35,COMPLETED
00101268X,3.15,COMPLETED
00101269Y,3.20,COMPLETED
00101270Z,3.30,COMPLETED
00101271A,3.90,COMPLETED
00101272B,3.10,COMPLETED
00101273C,3.40,COMPLETED
00101274D,4.00,COMPLETED
00101275E,3.30,COMPLETED
00101276F,3.40,COMPLETED
00101277G,3.75,COMPLETED
00101278H,3.50,COMPLETED
00101279I,4.00,COMPLETED
00101280J,3.25,COMPLETED
00101281K,3.20,COMPLETED
00101282L,3.15,COMPLETED
00101283M,3.70,COMPLETED
00101284N,4.00,COMPLETED
00101285O,3.50,COMPLETED
00101286P,3.55,COMPLETED
00101287Q,2.75,COMPLETED
00101288R,2.65,COMPLETED
00101289S,2.35,COMPLETED
00101290T,2.50,COMPLETED
00101291U,2.70,COMPLETED
00101292V,2.40,COMPLETED
00101293W,2.55,COMPLETED
00101294X,2.75,COMPLETED
00101295Y,2.95,COMPLETED
00101296Z,2.75,COMPLETED
00101297A,3.60,COMPLETED
00101298B,3.20,COMPLETED
00101299C,3.20,COMPLETED
00101300D,2.40,COMPLETED
00101301E,3.15,COMPLETED
00101302F,2.95,COMPLETED
00101303G,2.90,COMPLETED
00101304H,2.55,COMPLETED
00101305I,3.25,COMPLETED
00101306J,3.25,COMPLETED
00101307K,3.00,COMPLETED
00101308L,2.35,COMPLETED
00101309M,3.05,COMPLETED
00101310N,2.50,COMPLETED
00101311O,2.80,COMPLETED
00101312P,2.30,COMPLETED
00101313Q,2.30,COMPLETED
00101314R,3.55,COMPLETED
00101315S,2.80,COMPLETED
00101316T,3.30,COMPLETED
00101317U,2.55,COMPLETED
00101318V,3.00,COMPLETED
00101319W,2.90,COMPLETED
00101320X,3.00,COMPLETED
00101321Y,2.75,COMPLETED
00101322Z,2.95,COMPLETED
00101323A,3.40,COMPLETED
00101324B,3.00,COMPLETED
00101325C,2.80,COMPLETED
00101326D,2.80,COMPLETED
00101327E,2.75,COMPLETED
00101328F,3.30,COMPLETED
00101329G,2.80,COMPLETED
00101330H,2.75,COMPLETED
00101331I,2.80,COMPLETED
00101332J,3.10,COMPLETED
00101333K,2.80,COMPLETED
00101334L,2.70,COMPLETED
00101335M,3.10,COMPLETED
00101336N,2.75,COMPLETED
00101337O,2.70,COMPLETED
00101338P,2.90,COMPLETED
00101339Q,3.15,COMPLETED
00101340R,2.80,COMPLETED
00101341S,2.90,COMPLETED
00101342T,2.70,COMPLETED
00101343U,2.85,COMPLETED
00101344V,2.75,COMPLETED
00101345W,3.30,COMPLETED
00101346X,3.20,COMPLETED
00101347Y,2.75,COMPLETED
00101348Z,3.25,COMPLETED
00101349A,2.75,COMPLETED
00101350B,2.70,COMPLETED
00101351C,2.75,COMPLETED
00101352D,2.70,COMPLETED
00101353E,2.55,COMPLETED
00101354F,2.90,COMPLETED
00101355G,2.40,COMPLETED
00101356H,2.70,COMPLETED
00101357I,2.90,COMPLETED
00101358J,2.90,COMPLETED
00101359K,2.70,COMPLETED
00101360L,2.90,COMPLETED
00101361M,2.75,COMPLETED
00101362N,2.85,COMPLETED
00101363O,3.05,COMPLETED
00101364P,2.90,COMPLETED
00101365Q,2.90,COMPLETED
00101366R,2.55,COMPLETED
00101367S,2.75,COMPLETED
00101368T,3.55,COMPLETED
00101369U,2.90,COMPLETED
00101370V,3.50,COMPLETED
00101371W,2.30,COMPLETED
00101372X,2.80,COMPLETED
00101373Y,2.55,COMPLETED
00101374Z,2.60,COMPLETED
00101375A,2.40,COMPLETED
00101376B,2.30,COMPLETED
00101377C,2.75,COMPLETED
00101378D,2.60,COMPLETED
00101379E,2.35,COMPLETED
00101380F,2.60,COMPLETED
00101381G,2.30,COMPLETED
00101382H,2.30,COMPLETED
00101383I,2.90,COMPLETED
00101384J,2.20,COMPLETED
00101385K,3.15,COMPLETED
00101386L,2.20,COMPLETED
00101387M,2.30,COMPLETED
00101388N,2.30,COMPLETED
00101389O,2.30,COMPLETED
00101390P,2.20,COMPLETED
00101391Q,2.95,COMPLETED
00101392R,2.40,COMPLETED
00101393S,3.00,COMPLETED
00101394T,2.30,COMPLETED
00101395U,2.70,COMPLETED
00101396V,2.35,COMPLETED
00101397W,3.35,COMPLETED
00101398X,2.85,COMPLETED
00101399Y,2.70,COMPLETED
00101400Z,2.35,COMPLETED
00101401A,2.55,COMPLETED
00101402B,2.65,COMPLETED
00101403C,3.35,COMPLETED
00101404D,2.40,COMPLETED
00101405E,2.55,COMPLETED
00101406F,2.35,COMPLETED
00101407G,3.15,COMPLETED
00101408H,2.35,COMPLETED
00101409I,2.40,COMPLETED
00101410J,2.35,COMPLETED
00101411K,2.60,COMPLETED
00101412L,2.35,COMPLETED
00101413M,3.50,COMPLETED
00101414N,2.45,COMPLETED
00101415O,3.35,COMPLETED
00101416P,2.40,COMPLETED
00101417Q,3.30,COMPLETED
00101418R,3.20,COMPLETED
00101419S,3.00,COMPLETED
00101420T,2.45,COMPLETED
00101421U,2.40,COMPLETED
00101422V,3.10,COMPLETED
00101423W,2.35,COMPLETED
00101424X,2.30,COMPLETED
00101425Y,2.30,COMPLETED
00101426Z,2.30,COMPLETED
00101427A,2.55,COMPLETED
00101428B,2.45,COMPLETED
00101429C,2.35,COMPLETED
00101430D,2.60,COMPLETED
00101431E,2.60,COMPLETED
00101432F,2.35,COMPLETED
00101433G,2.75,COMPLETED
00101434H,2.30,COMPLETED
00101435I,2.80,COMPLETED
00101436J,2.30,COMPLETED
00101437K,2.30,COMPLETED
00101438L,2.35,COMPLETED
00101439M,2.30,COMPLETED
00101440N,2.30,COMPLETED
00101441O,3.50,COMPLETED
00101442P,3.25,COMPLETED
00101443Q,3.05,COMPLETED
00101444R,2.95,COMPLETED
00101445S,3.45,COMPLETED
00101446T,3.20,COMPLETED
00101447U,3.20,COMPLETED
00101448V,3.50,COMPLETED
00101449W,3.50,COMPLETED
00101450X,3.15,COMPLETED
00101451Y,2.85,COMPLETED
00101452Z,3.05,COMPLETED
00101453A,3.05,COMPLETED
00101454B,2.95,COMPLETED
00101455C,3.00,COMPLETED
00101456D,2.95,COMPLETED
00101457E,3.30,COMPLETED
00101458F,3.30,COMPLETED
00101459G,3.60,COMPLETED
00101460H,2.75,COMPLETED
00101461I,3.25,COMPLETED
00101462J,3.20,COMPLETED
00101463K,3.15,COMPLETED
00101464L,2.45,COMPLETED
00101465M,3.25,COMPLETED
00101466N,2.45,COMPLETED
00101467O,3.20,COMPLETED
00101468P,3.05,COMPLETED
00101469Q,3.35,COMPLETED
00101470R,3.85,COMPLETED
00101471S,3.20,COMPLETED
00101472T,3.25,COMPLETED
00101473U,3.55,COMPLETED
00101474V,3.20,COMPLETED
00101475W,3.35,COMPLETED
00101476X,3.35,COMPLETED
00101477Y,3.35,COMPLETED
00101478Z,3.25,COMPLETED
00101479A,3.85,COMPLETED
00101480B,3.50,COMPLETED
00101481C,3.25,COMPLETED
00101482D,3.90,COMPLETED
00101483E,3.45,COMPLETED
00101484F,4.00,COMPLETED
00101485G,3.20,COMPLETED
00101486H,3.35,COMPLETED
00101487I,3.15,COMPLETED
00101488J,3.35,COMPLETED
00101489K,3.65,COMPLETED
00101490L,3.40,COMPLETED
00101491M,3.85,COMPLETED
00101492N,3.50,COMPLETED
00101493O,3.60,COMPLETED
00101494P,3.55,COMPLETED
00101495Q,3.45,COMPLETED
00101496R,3.30,COMPLETED
00101497S,3.90,COMPLETED
00101498T,3.90,COMPLETED
00101499U,3.40,COMPLETED
00101500V,3.25,COMPLETED
00101501W,3.25,COMPLETED
00101502X,3.30,COMPLETED
00101503Y,3.50,COMPLETED
00101504Z,3.20,COMPLETED
00101505A,3.20,COMPLETED
00101506B,3.85,COMPLETED
00101507C,3.30,COMPLETED
00101508D,3.20,COMPLETED
00101509E,3.60,COMPLETED
00101510F,3.25,COMPLETED
00101511G,3.15,COMPLETED
00101512H,3.15,COMPLETED
00101513I,3.20,COMPLETED
00101514J,3.50,COMPLETED
00101515K,3.55,COMPLETED
00101516L,3.50,COMPLETED
00101517M,3.50,COMPLETED
00101518N,4.00,COMPLETED
00101519O,3.50,COMPLETED
00101520P,3.55,COMPLETED
00101521Q,3.30,COMPLETED
00101522R,3.90,COMPLETED
00101523S,3.30,COMPLETED
00101524T,3.60,COMPLETED
00101525U,3.05,COMPLETED
00101526V,3.20,COMPLETED
00101527W,4.00,COMPLETED
00101528X,3.40,COMPLETED
00101529Y,3.50,COMPLETED
00101530Z,3.50,COMPLETED
00101531A,3.15,COMPLETED
00101532B,3.25,COMPLETED
00101533C,3.80,COMPLETED
00101534D,3.25,COMPLETED
00101535E,3.25,COMPLETED
00101536F,3.45,COMPLETED
00101537G,3.30,COMPLETED
00101538H,2.45,COMPLETED
00101539I,2.65,COMPLETED
00101540J,2.75,COMPLETED
00101541K,3.15,COMPLETED
00101542L,2.40,COMPLETED
00101543M,2.35,COMPLETED
00101544N,2.65,COMPLETED
00101545O,2.65,COMPLETED
00101546P,3.10,COMPLETED
00101547Q,3.45,COMPLETED
00101548R,2.40,COMPLETED
00101549S,2.60,COMPLETED
00101550T,2.65,COMPLETED
00101551U,3.15,COMPLETED
00101552V,2.65,COMPLETED
00101553W,2.70,COMPLETED
00101554X,2.80,COMPLETED
00101555Y,2.60,COMPLETED
00101556Z,2.65,COMPLETED
00101557A,2.45,COMPLETED
00101558B,2.85,COMPLETED
00101559C,3.30,COMPLETED
00101560D,3.00,COMPLETED
00101561E,3.05,COMPLETED
00101562F,3.05,COMPLETED
00101563G,2.85,COMPLETED
00101564H,2.70,COMPLETED
00101565I,2.80,COMPLETED
00101566J,3.05,COMPLETED
00101567K,3.00,COMPLETED
00101568L,3.05,COMPLETED
00101569M,3.20,COMPLETED
00101570N,3.10,COMPLETED
00101571O,3.40,COMPLETED
00101572P,3.15,COMPLETED
00101573Q,3.20,COMPLETED
00101574R,3.35,COMPLETED
00101575S,3.25,COMPLETED
00101576T,3.40,COMPLETED
00101577U,3.25,COMPLETED
00101578V,3.25,COMPLETED
00101579W,3.45,COMPLETED
00101580X,3.35,COMPLETED
00101581Y,3.35,COMPLETED
00101582Z,3.40,COMPLETED
00101583A,3.30,COMPLETED
00101584B,3.35,COMPLETED
00101585C,3.45,COMPLETED
00101586D,3.40,COMPLETED
00101587E,3.40,COMPLETED
00101588F,3.55,COMPLETED
00101589G,3.25,COMPLETED
00101590H,3.25,COMPLETED
00101591I,3.25,COMPLETED
00101592J,3.20,COMPLETED
00101593K,3.20,COMPLETED
00101594L,3.25,COMPLETED
00101595M,3.20,COMPLETED
00101596N,3.35,COMPLETED
00101597O,3.45,COMPLETED
00101598P,3.20,COMPLETED
00101599Q,3.15,COMPLETED
00101600R,3.30,COMPLETED
00101601S,3.25,COMPLETED
00101602T,3.25,COMPLETED
00101603U,3.20,COMPLETED
00101604V,3.20,COMPLETED
00101605W,3.20,COMPLETED
00101606X,3.25,COMPLETED
00101607Y,3.15,COMPLETED
00101608Z,2.70,COMPLETED
00101609A,2.80,COMPLETED
00101610B,2.65,COMPLETED
00101611C,2.85,COMPLETED
00101612D,2.80,COMPLETED
00101613E,2.75,COMPLETED
00101614F,2.95,COMPLETED
00101615G,2.60,COMPLETED
00101616H,2.85,COMPLETED
00101617I,2.65,COMPLETED
00101618J,2.70,COMPLETED
00101619K,2.80,COMPLETED
00101620L,2.80,COMPLETED
00101621M,2.70,COMPLETED
00101622N,2.85,COMPLETED
00101623O,2.75,COMPLETED
00101624P,2.75,COMPLETED
00101625Q,3.05,COMPLETED
00101626R,2.75,COMPLETED
00101627S,3.00,COMPLETED
00101628T,3.15,COMPLETED
00101629U,2.70,COMPLETED
00101630V,2.70,COMPLETED
00101631W,2.60,COMPLETED
00101632X,2.70,COMPLETED
00101633Y,3.35,COMPLETED
00101634Z,2.65,COMPLETED
00101635A,2.70,COMPLETED
00101636B,2.60,COMPLETED
00101637C,2.80,COMPLETED
00101638D,3.25,COMPLETED
00101639E,2.60,COMPLETED
00101640F,2.80,COMPLETED
00101641G,2.75,COMPLETED
00101642H,2.60,COMPLETED
00101643I,2.60,COMPLETED
00101644J,2.60,COMPLETED
00101645K,2.80,COMPLETED
00101646L,3.20,COMPLETED
00101647M,2.55,COMPLETED
00101648N,3.05,COMPLETED
00101649O,2.80,COMPLETED
00101650P,2.65,COMPLETED
00101651Q,3.05,COMPLETED
00101652R,2.60,COMPLETED
00101653S,2.90,COMPLETED
00101654T,3.20,COMPLETED
00101655U,3.30,COMPLETED
00101656V,2.40,COMPLETED
00101657W,2.80,COMPLETED
00101658X,2.35,COMPLETED
00101659Y,2.40,COMPLETED
00101660Z,3.50,COMPLETED
00101661A,2.50,COMPLETED
00101662B,2.55,COMPLETED
00101663C,2.75,COMPLETED
00101664D,2.35,COMPLETED
00101665E,2.75,COMPLETED
00101666F,2.55,COMPLETED
00101667G,2.65,COMPLETED
00101668H,2.45,COMPLETED
00101669I,2.40,COMPLETED
00101670J,3.05,COMPLETED
00101671K,3.10,COMPLETED
00101672L,2.70,COMPLETED
00101673M,3.20,COMPLETED
00101674N,3.20,COMPLETED
00101675O,3.10,COMPLETED
00101676P,2.75,COMPLETED
00101677Q,2.75,COMPLETED
00101678R,2.70,COMPLETED
00101679S,3.00,COMPLETED
00101680T,3.00,COMPLETED
00101681U,2.80,COMPLETED
00101682V,3.10,COMPLETED
00101683W,3.10,COMPLETED
00101684X,2.85,COMPLETED
00101685Y,2.90,COMPLETED
00101686Z,2.70,COMPLETED
00101687A,3.20,COMPLETED
00101688B,2.70,COMPLETED
00101689C,2.70,COMPLETED
00101690D,2.95,COMPLETED
00101691E,2.80,COMPLETED
00101692F,3.05,COMPLETED
00101693G,2.80,COMPLETED
00101694H,2.75,COMPLETED
00101695I,2.80,COMPLETED
00101696J,2.90,COMPLETED
00101697K,3.05,COMPLETED
00101698L,2.80,COMPLETED
00101699M,3.10,COMPLETED
00101700N,2.75,COMPLETED
00101701O,2.75,COMPLETED
00101702P,2.80,COMPLETED
00101703Q,2.80,COMPLETED
00101704R,2.85,COMPLETED
00101705S,3.00,COMPLETED
00101706T,2.75,COMPLETED
00101707U,2.80,COMPLETED
00101708V,2.80,COMPLETED
00101709W,2.85,COMPLETED
00101710X,2.85,COMPLETED
00101711Y,2.80,COMPLETED
00101712Z,3.05,COMPLETED
00101713A,2.80,COMPLETED
00101714B,2.80,COMPLETED
00101715C,2.85,COMPLETED
00101716D,2.75,COMPLETED
00101717E,2.85,COMPLETED
00101718F,2.80,COMPLETED
00101719G,2.90,COMPLETED
00101720H,2.80,COMPLETED
00101721I,2.85,COMPLETED
00101722J,2.75,COMPLETED
00101723K,2.90,COMPLETED
00101724L,3.00,COMPLETED
00101725M,2.75,COMPLETED
00101726N,2.80,COMPLETED
00101727O,2.95,COMPLETED
00101728P,2.65,COMPLETED
00101729Q,2.80,COMPLETED
00101730R,2.95,COMPLETED
00101731S,3.50,COMPLETED
00101732T,3.50,COMPLETED
00101733U,3.20,COMPLETED
00101734V,2.95,COMPLETED
00101735W,3.00,COMPLETED
00101736X,3.50,COMPLETED
